timestamp,text,crisis_type,urgency_label
2024-03-03T19:53:51.000Z,"$IFUS #texasfires #Texasfire #Oklahomafires #Hay #Drought #Cattle #Beef  
SGP+ Important Information on Texas and Oklahoma Wildfire Relief and Your companies participation.  I have been working hours on this project. Call Marc 800-775-4130 Back to Work!https://otcmarkets.com/stock/IFUS/news/IFUS-Letter-to-Shareholders-3-3-2024?id=432152…",Drought,
2024-02-28T07:18:06.000Z,"Driver Dies in Ekurhuleni After Trying To Cross Flooded Bridge, Mzansi Mourns Him #NaturalDisaster #NaturalDisaster #Fire #Floods [Video] A man driving in Brakpan, Ekurhuleni, died after he tried to cross underneath a bridge during a heavy storm. His car…",Flood,
2024-02-25T10:32:13.000Z,"Entertainment for locals in #Kenilworth when the floods hit. Notice the electric car go through ok, no air intake or combustion needed #floods",Flood,
2024-02-27T01:26:58.000Z,"Future Colorado River Basin Drought and Surplus
Full access: https://mdpi.com/2306-5338/9/12/227…by ama Bedri and Thomas Piechota #drought #climate_change #water #hydrology #streamflow",Drought,
2024-03-04T08:03:17.000Z,"A magnitude 5 earthquake took place 111km NNW of Kyzyl-Suu, Kyrgyzstan at 07:54 UTC (9 minutes ago). The depth was 7km and was reported by EMSC. #earthquake #earthquakes #Kyzyl-Suu #Kyrgyzstan",Earthquake,
2024-02-26T09:00:10.000Z,"The floating village constitutes half of La Flora village’s population, with the other half residing on land but owning rafts for safety during floods.

READ full story here: https://whatalife.ph/residents-of-agusan-del-sur.../…#AgusandelSur #floods",Flood,
2024-02-27T02:08:48.000Z,"#tarheels #northcarolina #Hurricanes #nc Armando Bacot looks like an alien, guy has no business playing basketball, no real skill, just 6 inches taller than everyone, that doesn't make you good. He sucks.",Hurricane,
2024-03-04T06:50:09.000Z,"Recent #Earthquake: M 5.3 - 29 km NNW of Cholpon-Ata, Kyrgyzstan reported at 06:22:04 UTC (28 minutes ago). #EarthquakeAlert. 
See more details at https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglm/executive…. 
 Were you near the epicenter? Share your experience. #earthquake. Data provided by #usgs",Earthquake,
2024-03-04T05:40:06.000Z,"USGS reports a M1.21 earthquake, 10 km SSW of Morongo Valley, CA on 3/4/24 @ 5:37:04 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/ci40680528…#earthquake",Earthquake,
2024-03-03T17:01:56.000Z,"Why aren’t planes, helicopters being used to fight Texas Panhandle wildfires?https://click2houston.com/news/local/2024/03/02/why-arent-planes-helicopters-being-used-to-fight-texas-panhandle-wildfires/…#SmokehouseCreek #amarillo #dallas #houston  #wildfires",Wildfire,
2024-03-02T05:31:29.000Z,"As unprecedented fires devastate Roraima, while #floods inundate the streets of #Brasilia. The #fires are 4.5 times worse than last year, and the floods have displaced thousands of people. #climate #Gaddar #DunePart2 #BahrainGP #Gaza",Flood,
2024-02-29T07:29:18.000Z,90 Percent Of Himalayas Will Face Year-Long Drought At 3 Degrees Warming: Study#Himalaya #Himalayas #Drought,Drought,
2024-03-01T09:27:45.000Z,"#Brazil's northernmost state of Roraima is suffering a sharp spike in #wildfires, threatening the crisis-hit Yanomami Indigenous people and reigniting fears of catastrophe in the Amazon rainforest after months  of improved deforestation data - via ",Wildfire,
2024-03-04T06:27:25.000Z," Harris, Gazze'de 'acil ateşkes' istedi
Haberin devamı: https://cryptogaste.com/posts/907ed567-94b0-47e0-9921-21513f88f9e0… 
 ""GasteHub' u takip et, haberin olsun!"" #GasteHub #SonDakika #Earthquake #deprem #bist100 #haberler #elonmusk #cryptogaste #reedr #astor #borsa #istanbul #news",Earthquake,
2024-03-04T07:43:06.000Z,"USGS reports a M1.47 earthquake, 9 km W of Cobb, CA on 3/4/24 @ 7:41:09 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/nc74011576…#earthquake",Earthquake,
2024-03-01T20:52:38.000Z,"#Farmers selling stock, land as 'extreme' #drought in #Marlborough dries up streams",Drought,
2024-02-25T02:33:46.000Z,"Climate Change and Habitat Loss Are Big Factors in Frog Pandemic: The worldwide decline in frog populations is due to a fast-spreading infection, but people also play a role.https://bit.ly/48tjYJM  #ClimateCrisis #EndangeredSpecies #Frogs #Drought #Heat #Insects",Drought,
2024-03-01T09:48:51.000Z,"Devastating scenes near #CapeTown, South Africa, as wildfires force evacuations. It's heartbreaking to witness the impact of these disasters exacerbated by the climate crisis.   #Wildfires  #SouthAfrica #Emergency #Evacuations #FireSafety #DisasterResponse #ClimateCrisis",Wildfire,
2024-03-03T19:29:47.000Z," 2023 CO2 emissions report paints a stark picture: global carbon pollution from energy soared to a record high of 37.4 billion tonnes, up by 410 million tons from the previous year. This is why   #ClimateAction  #FossilFree #drought #RenewableEnergy",Drought,
2024-02-25T19:12:11.000Z,Climate change is throwing the water cycle into chaos across the U.S.  https://nbcnews.com/science/science-news/climate-change-throwing-water-cycle-chaos-us-rcna137892…  #flooding & #drought consequences of #climatechange will become more severe for U.S. if #GOP rolls back #ClimateAction initiatives  ,Drought,
2024-02-28T15:43:25.000Z,This shows the need for food aid in #Zimbabwe  particularly in rural areas. #foodsecurity #Elnino #Drought ,Drought,
2024-03-02T03:53:01.000Z,Fun little question and answer time with  and  were chatting about Direct Energy Weapons! #DEW #bluebeams #blueroof #wildfires,Wildfire,
2024-02-28T13:48:26.000Z,"With millions spent on #floods, San Diego is gathering receipts, hoping for #FEMA help — and bracing for delays #SanDiego #muniland ",Flood,
2024-03-04T08:39:48.000Z,"""It’s as if the human race has... consciously decided not to save itself.""https://theguardian.com/commentisfree/2023/jul/25/northern-hemisphere-heatwaves-europe-greece-italy-wildfires-extreme-weather-climate-experts?CMP=Share_AndroidApp_Other…#Heatwaves #Drought #Wildfires #Floods #FoodScarcity #Hurricanes #ResourceWars #ClimateMigration #ActOnClimate!",Hurricane,
2024-03-02T11:23:52.000Z,Rain Industries and Sikorsky demonstrate early detection and rapid response to #wildfires with an autonomous #BlackHawk #helicopter   https://helis.com/database/news/firefighter-black-hawk-drone/… #drones #firefighters,Wildfire,
2024-02-27T13:26:17.000Z,#ForCommunities#ForDevelopmentThe #drought is real. We need to make the best out of the limited available #water. Let us get water abstraction agreements     ,Drought,
2024-03-04T07:46:45.000Z,JUMBO BLOCK® transforms roads into huge retention basins to effectively absorb floods. It stands for a GLOBALLY sustainable and water-rich future and adaptation to new weather conditions. Join the project!#retention #floods #JUMBOBLOCK #global #future #adaptation #weather,Flood,
2024-02-28T10:23:48.000Z,". has recently published a new Global Drought Observatory #GDO report on the #drought in the Mediterranean BasinHighlights: the drought has reduced the flow of rivers, affecting navigation, food and water supplies  

More details athttps://joint-research-centre.ec.europa.eu/jrc-news-and-updates/prolonged-drought-and-record-temperatures-have-critical-impact-mediterranean-2024-02-20_en…",Drought,
2024-02-27T01:42:41.000Z,"Guess the tornado!

Clues:
Killed 1 and injured 40 more
Rated F5

Good luck!#Tornado #wxtwitter #tornadoes",Tornado,
2024-02-25T14:28:42.000Z,"Footage of Flash #Floods #Cangkringan, #Indonesia",Flood,
2024-03-04T01:30:06.000Z,"The ongoing fires in North Texas now rank as the largest wildfire in Texas history with more than 1 million acres burned, surpassing the 2017 fire in the same region that burned more than 744,000 acres. #wildfires",Wildfire,
2024-02-29T06:32:20.000Z,Gov. Abbott issues disaster declaration for #wildfires across Texas #viralvideo #Texas,Wildfire,
2024-02-29T19:37:48.000Z,"Remembering #2012drought very dry early like in 24, but not as hot. 24 start is much worse, especially for U.S. #Midwest. #Drought levels of ""moderate"" to ""extreme"" . Expect to worsen as #LaNiña approaches. Can you say massive fund short covering rally!   ",Drought,
2024-02-24T08:12:49.000Z,"24-Feb-2024. Climate Scam Australia.

High pressure blocking cloud/rain each day.#highpressure #climatescam #farmers #drought #hot #tropical #auspol #raytheon",Drought,
2024-03-01T23:14:52.000Z,"Property #Insurers already respond to #Texas #WildFires #SmokehouseCreekFire https://nytimes.com/2024/02/29/climate/smokehouse-creek-fire-insurance-climate.html… 
Join the #ClimateClassAction and calculate your #ClimateDamage on https://ClimateClassAction.com#ClimateLitigation #ClimateLaw #ClimateJustice#ActOnClimate #ClimateEmergency",Wildfire,
2024-03-04T01:35:56.000Z,"New Fire Has Started in #Sanford #Texas - Community Asked to Evacuate To Celebration Family Church
Latest updates on #wildfires - https://myhighplains.com/news/local-news/multiple-fires-in-areas-of-the-high-plains/?utm_medium=referral&utm_source=facebook.com&utm_campaign=socialflow…",Wildfire,
2024-03-01T22:00:29.000Z,New study highlights rewilding's role in tackling #flood and #drought challenges  #water #science #research #environment,Drought,
2024-02-26T09:18:49.000Z,"Widespread #snow-#drought conditions across the #EU Med. Region. According to our SE-E-SEVIRI data, the deficit in snow-cover area ranges from -28%/-30% (the Alps and the Pyrenees) to -80%/-90% in the Apennines and the Iberian peninsula (2013-22 ref. Period). #climatecrisis",Drought,
2024-02-26T02:07:01.000Z,"REGRETTABLE  Heavy #rains and severe #floods continue in #Indonesia  Today Sunday, rain and floods in #Yogyakarta February 25, 2024",Flood,
2024-02-25T23:08:14.000Z,"$IFUS #hay #cattle #drought #beef #dairy  SGP+ booth at the Gatherin’ Cattlemen Show. Current customers attended and new customers that will be coming to our plant for product to test. Morganza LA Ranch. Word of mouth with success. Back to Work!
Oh! Call Marc 800-775-4130",Drought,
2024-02-25T08:59:35.000Z,"Take a tour around  small holder farmers, communal farmers, urbanites and conservationists are all wailing. In Hwange national park elephants are dying due to the climate crisis. 's economic growth is expected to fall to 3.5% in 2024 as a result of the drought.#Drought",Drought,
2024-02-29T07:00:00.000Z,"Day 1 Convective Outlook

Outlook valid until 6 am UTC on March 1st

Enhanced risk of severe #thunderstorms for the Ionian islands of Greece…Mainly for severe #wind gusts and to a lesser extend large #hail and #tornadoes #EUwx #severewx",Tornado,
2024-02-27T02:15:57.000Z,What a bunch of bums Miami are… UNC gave them every chance to win that game and they can’t box out on a rebound.#tarheels #UNC #miami #Hurricanes #NCAABasketball,Hurricane,
2024-03-02T06:47:00.000Z,"Massive Rainfall Causes Flooding and Gas Cylinder Chaos In Syria's Latakia.

{climatechange2}#Amazing #viralvideo #floods #NaturalGas #disaster #nature",Flood,
2024-03-02T15:16:04.000Z,‘We’re really struggling’: British farmers pushed to brink by ‘shocking’ levels of floods #british #farmer #farm #farming #UK #unitedkingdom #floods,Flood,
2024-02-26T16:58:04.000Z,"HEADS UP: #severeweather is set to strike tomorrow and Wednesday. #Hail, #tornadoes and damaging winds are all threats tomorrow. Have a way to receive severe weather alerts! #ilwx #mowx #INwx",Tornado,
2024-03-04T06:30:08.000Z,"5.4 earthquake close to Chüy Region, Kyrgyzstan at 06:22 UTC! #earthquake #ChüyRegion",Earthquake,
2024-02-27T16:01:02.000Z,"#NationofIslam #FOI #MGTGCC #Tornado #wind #hail #snowhttps://tiktok.com/t/ZTL1m3bYb/Who Has Power Over Hail & WIND? Who Controls Tornadoes?

Remember Growing Up Back In The Day We Used To Always Wonder Why #Tornadoes Rarely Hit The Inner City?

Well, Until",Tornado,
2024-03-04T07:53:33.000Z,"#BREAKING – #Kazakhstan: M5.0 #earthquake reported in Almaty - 
Ministry of Emergency Situations",Earthquake,
2024-03-04T04:48:04.000Z,"4.0 magnitude #earthquake. 2 km from Magas Arriba, Guayanilla, #PuertoRico http://earthquaketrack.com/quakes/2024-03-04-04-37-36-utc-4-0-21…",Earthquake,
2024-02-29T02:01:31.000Z,"Great Salt Lake, the largest saline lake in the western hemisphere, is vanishing – and leaving toxic dust in its wake. https://bit.ly/3wxUMVl  #ClimateCrisis #ClimateRisks #GreatLakes #Utah #Water #Drought #Megadrought #Toxins #ToxicChemicals",Drought,
2024-02-25T18:04:47.000Z,Free Play AlertHurricanes ML (-135) #GamblingTwitter #BettingPicks #SportBetting #Hockey #NHL #GamblingX #Sabres #Hurricanes,Hurricane,
2024-02-29T14:32:22.000Z,"#Drought news February 29, 2024: No change in depiction for #Colorado https://coyotegulch.blog/2024/02/29/drought-news-february-29-2024-no-change-in-depiction-for-colorado/…",Drought,
2024-02-29T12:34:45.000Z,Could Mallorca be planning on water meters in hotels and saltwater pools? #Drought #Holiday #MajorcaControls #MajorcaHeatwave #MajorcaHotels #MallorcaHotels #MallorcaClimateChange #MallorcaWater #Summer #Valldemossa #Water #WaterShortage,Drought,
2024-03-02T22:25:20.000Z,"#Chile #Wildfires > shooting attack

Conaf firefighting planes and helicopters fighting a #wildfire near #Tirúa (#BíoBío) suffered a shooting attack today, Saturday",Wildfire,
2024-02-25T23:56:13.000Z,Discover the #water-from air industry's 41 active companies and their 209 products in a 554-page #ebook (affordably priced)   - https://atmoswater.com/store/p518/wwfacphandbook2024.html… #innovation #business #drought #SDG6 #HVAC,Drought,
2024-02-29T08:31:22.000Z,Rainy season floods claim at least 40 lives in Bolivia as El Nino weather phenomenon causing rivers to overflow#Bolivia #Floods #Rainfall #ElNino,Flood,
2024-02-28T16:45:27.000Z,"Texas Panhandle wildfires #TXFire #texasfires #wildfires #fire Shelters , 
donations,
 supplies ",Wildfire,
2024-03-02T11:52:31.000Z,"#TEXAS #Wildfires Stupid people 
WTF do you think... 
TEXAS and area around #wacotexas is suddenly on fire  
- where #ElonMusk’s tunnel company is digging — for 3-4yrs now

Go figure
— none of y’all dumbasses saw #MatrixRevolutions",Wildfire,
2024-03-04T04:47:06.000Z,"USGS reports a M4 earthquake, 2 km ENE of Magas Arriba, Puerto Rico on 3/4/24 @ 4:37:36 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/us6000mgl4…Try Every Earthquake on your iPhone! Grab the new app here: https://apps.apple.com/us/app/every-earthquake/id1518750802…#earthquake",Earthquake,
2024-03-02T04:45:53.000Z,Surprised by Kam’s 40 time tbh… dude’s a in game baller tho . #gobegreat #Canes #Hurricanes #Gocanes,Hurricane,
2024-03-04T08:34:35.000Z,"moderate #Earthquake in Xinjiang Uygur, China
Felt by at least 640k people.
More than 100s people live in regions, where some damage can be expected.https://risklayer-explorer.com/event/7714/detail…",Earthquake,
2024-03-01T13:29:47.000Z,"Excited to welcome Amanda Montanaro from the University of Bologna for a 3-month internship.

Amanda's work will try to enhance #drought forecasts with #MachineLearning, employing a transformer model based on the #SPEI index data (http://spei.csic.es/index.html)",Drought,
2024-02-29T16:55:26.000Z,"View from plane of #Texas #Panhandle #Wildfires.  #SmokehouseCreek Fire is now the largest in #Texas history with over 1 M acres burned, per .  3% contained.  1 fatality.  Strong winds return tomorrow, fueling flames.   with latest #KHOU11 at noon.",Wildfire,
2024-03-03T22:26:53.000Z,"You know there’s been a significant #wildfire #disaster when the space laser foolishness starts circulating on social media.

Seeing this rubbish associated in response to the #Texas #wildfires is sad.

So much energy needed to address disinformation and misinformation.",Wildfire,
2024-03-02T17:38:32.000Z,"#Donations Needed as #Farmers, #Ranchers Recover From #Wildfires, Worry About #Weather Outlook: Story updated with fire sizes in TX/OK as of Friday night, longer list of resources for those affected or for those who wish to donate to help out.",Wildfire,
2024-02-27T10:06:01.000Z,Article by Gao et al.    #Drought resistance and resilience of #rhizosphere communities in #forest #soils from the #cellular to #ecosystem scale – insights from 13C pulse labelinghttps://nph.onlinelibrary.wiley.com/doi/10.1111/nph.19612…#PlantSci  ,Drought,
2024-03-01T19:32:18.000Z,Intense wildfire seasons are here to stay. We  urge the government to protect communities by establishing national firefighting capacity in the budget. #Budget2024 #cdnpoli #forestfires #wildfires,Wildfire,
2024-02-28T01:25:50.000Z,Multiple Confirmed #Tornadoes have been confirmed within a potentially significant #severe storm complex on approach to the #Chicago Metro in #Illinois at this time.#LIVE Weather Coverage at Vivid Weather!https://youtube.com/live/xgcvPaQ1qgs…#ILwx #tornado #severeweather #wxtwitter,Tornado,
2024-03-02T01:46:02.000Z,"After 20 minutes: #Saskatoon #Blades 0, #Lethbridge #Hurricanes 0. Blades hold 10-6 edge in shots on goal. #WHL. #CHL.",Hurricane,
2024-02-24T20:38:05.000Z,"Attending  2024? If yes, be sure to add Thursday’s Learning Center Session on drought management to your schedule . #Classic24 #DroughtDetails  https://bit.ly/3OU8mbY",Drought,
2024-02-24T17:58:50.000Z,"Injuries have made Max Pacioretty a non-factor since coming to Washington, but that could be about to change. See who else we recommend for your Fantasy hockey team here. #FantasyHockey #Capitals #GoldenKnights #Devils #Hurricanes #Flyers https://rotorob.com/2024/02/24/the-wire-troll-mark-stone-injured-again/…",Hurricane,
2024-02-29T13:34:27.000Z,2/2 Changes to #drought conditions in the western U.S. over the last week:,Drought,
2024-03-02T20:13:26.000Z,"Not expected Xavier to return.  I can't have my FS run a 4.65.  4.45 is more like it.  Cole Bishop had a good day yesterday, Kamren Kinchen did not.  #Utes #Hurricanes #NFLCombine2024 
Likes, tweets, retweets welcomed",Hurricane,
2024-03-01T02:55:03.000Z,#hurricanes 4 #bluejackets 2 final,Hurricane,
2024-02-26T08:09:18.000Z,Jasper County firefighters deal with several #Wildfires on Sunday - http://12newsnow.com KBMT-KJAC,Wildfire,
2024-03-04T05:23:10.000Z,"Mar 4, 2024 03:50:34 UTC
Baicheng, Xinjiang, China
4.1 MB - 93 min ago#earthquake",Earthquake,
2024-03-04T03:45:44.000Z,"No major changes with the Smokehouse Creek Fire in the Texas Panhandle. Still over 1 million acres burned and only 15%.

There is a new fire ""Roughneck"" that developed and forced evacuations earlier today near the town of Sanford.   #txwx #wildfires",Wildfire,
2024-02-27T10:11:51.000Z,Asia's second largest lake could dry up soon | ದಿನದಿಂದ‌ ದಿನಕ್ಕೆ ಕಡಿಮೆಯಾಗುತ್ತಿದೆ 'ಸೂಳೆಕೆರೆ' ನೀರು!#lake #davanagere #WaterProblem #drought #News18Kannada,Drought,
2024-02-28T02:06:26.000Z,Prayers for the TX Panhandle! It is terrible up here. #txpanhandle #volleyball #wildfires,Wildfire,
2024-03-02T17:11:38.000Z,#Floods - Italy,Flood,
2024-03-02T00:23:40.000Z,"UNEA6 ended with a Ministerial #Declaration adopted! 

-affirms commitment to slow #climatechange, restore & protect #biodiversity, create a #pollution-free world & confront issues of #desertification, #land/#soil #degradation, #drought & #deforestationhttps://unep.org/environmentassembly/unea6/outcomes…",Drought,
2024-02-29T16:40:23.000Z,"#Hurricanes at #BlueJacketsNHL Regular Season
7 pm ET
ESPN+/Hulu
  (pbp) &  (analyst) #NHL",Hurricane,
2024-03-01T07:08:51.000Z,"Feed them
Water them
Cherish them
Protect them
Save them#birds#insects #insectensterben #insekten #artensterben #drought #Duerre#bienen #hummeln",Drought,
2024-03-04T09:17:25.000Z,Earthquake Strikes Almaty: Residents Evacuate Buildings in Kazakhstan's Biggest Cityhttps://fixyanet.com/2024/03/earthquake-strikes-almaty-residents.html…#earthquake #almaty #kazakhstan #disaster #evacuation #safety #naturaldisaster #emergency #citylife #resilience #hotnews,Earthquake,
2024-02-26T00:44:45.000Z,"[Overview the Earth] No.2011: #Copernicus #Sentinel2 captured severe #drought in #Casablanca, #Morocco. Casablanca with 4.3 million urban area population is the largest city of Morocco. Casablanca is Morocco’s chief port and one of the largest financial centers in Africa.",Drought,
2024-02-28T09:51:22.000Z,Texas: Disaster declaration issued and nuclear weapons plant shut down as wildfires spread  #wildfires #texaswildfires #nuclearweapons #SmokehouseCreekfire https://news.sky.com/story/texas-disaster-declaration-issued-and-nuclear-weapons-plant-shut-down-as-wildfires-spread-13082651…,Wildfire,
2024-03-02T01:52:29.000Z,"#Breaking: Texas wildfires rage uncontrollably, devastating cattle feed. Over 80% of feed impacted.#Texas #wildfires",Wildfire,
2024-03-03T14:28:59.000Z,"#Feednature: cnn How a warming climate is setting the stage for fast-spreading, destructive wildfires.#wildfires#ClimateCrisis https://cnn.com/2024/03/03/climate/texas-wildfires-climate-change…",Wildfire,
2024-03-01T15:19:29.000Z,ZAMBIA DECLARES NATIONAL EMERGENCY OVER SEVERE DROUGHT   https://africaequity.net/zambia-declares-national-emergency-over-severe-drought/…#botswana #cholera #COVID19 #disaster #drought #electricity #elniño #foodsecurity  #importation #USAID #waterscacity #zambia #zimbabwe,Drought,
2024-02-29T04:55:00.000Z,"Join us today at #UNEA6 with       and discover the potential of land restoration for #drought resilience, climate action and biodiversity conservation.  13:15 EAT | in tent A #UNited4Land",Drought,
2024-02-28T17:14:17.000Z,"#PrayingForTexas #PrayingForOklahoma #Oklahoma it’s being affected currently by the #Wildfires as well! Just contacted the Red Cross coordinator for Oklahoma & waiting response for possible need on the bus, we will be providing it at  0 if needed.",Wildfire,
2024-03-04T06:50:05.000Z,"3.5 magnitude #earthquake. 47 km from #Tortola, , British Virgin Islands http://earthquaketrack.com/quakes/2024-03-04-06-19-43-utc-3-5-6…",Earthquake,
2024-02-27T13:51:00.000Z,"Check out GSA’s newest book, “Biogeomorphic Responses to Wildfire in Fluvial Ecosystems,” edited by Joan L. Florsheim, Alison P. O’Dowd, and Anne Chin. Available now! https://store.geosociety.org/Bookstore/ItemDetail?iProductCode=SPE562…  #GSAPubs #Geology #Geoscience #wildfires",Wildfire,
2024-03-03T01:35:00.000Z,#Wildfires ripping through the #Texas Panhandle have dealt a devastating blow to #cattle ranches across the region. State officials estimate tens of thousands of cattle were killed in blazes burning across more than 1 million acres.,Wildfire,
2024-03-01T18:20:45.000Z,"""#Carbon sinks in young #borealforests are more vulnerable to #drought than mature stands due to the higher sensitivity of the understory to #Waterstress compared to #trees""#ClimateChange #forest",Drought,
2024-02-27T03:33:25.000Z,"Severe and moderate #drought conditions are affecting 60% of #Mexico, and it's expected to get worse. The country's second largest lake Cuitzeo has lost 70% of its water, more commonly referred to these days as the 'Cuitzeo Desert'.",Drought,
2024-03-04T07:28:26.000Z,Eyewitnesses are saying: 'Все терпимо[…]' Felt the #earthquake too? Share your experience and read others' at:https://emsc-csem.org/lastquake/how_it_works/lastquake_app/…https://m.emsc.eu/?id=1629456,Earthquake,
2024-02-28T09:26:10.000Z,"People who have suffered directly from #ClimateChange through #floods, #fires and extreme #heat, often perceive the #ClimateCrisis as part of their present. However, #people whose #lives are just beginning to be touched by climate change perceive the time distance to be large.",Flood,
2024-03-04T06:41:56.000Z,"19 min.ago #earthquake 5.3 has hit Almaty Oblysy, Kazakhstan, 10.0km, 10:22 AM GST (EMSC ) https://earthquake.app/m/?e_id=emsc.20240304_0000079…",Earthquake,
2024-02-25T03:41:00.000Z,#stars 2 #hurricanes 1 final,Hurricane,
2024-03-04T09:53:06.000Z,"USGS reports a M0.28 earthquake, 7 km NW of The Geysers, CA on 3/4/24 @ 9:50:36 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/nc74011621…#earthquake",Earthquake,
2024-03-04T10:51:25.000Z,#Earthquake Tremors Felt in #HimachalPradesh,Earthquake,
2024-02-28T05:01:56.000Z,"#Wildfires in #TexasPanhandle prompt disaster declaration. Residents urged to evacuate. Stay safe, follow local advisories. #TexasFires #DisasterDeclaration",Wildfire,
2024-02-28T21:42:50.000Z,#climate #climatecrisis #technical #wildfire #Tornado #landslides #floods #earthquakes #disasters #FlashFlood #12000yearsCycle#scientists,Flood,
2024-03-01T05:36:16.000Z,"This is like putting a thimble full of water on a wildfire.

No 747 tankers in Texas?

Unprepared and slow response government#wildfires #SmokehouseCreek",Wildfire,
2024-03-04T04:47:31.000Z,"#ClimateStrike!RED #alert!just got #report #AI #DataAnalytics multi #weathersats #BigData,proved my seeing,frm 4th Mar largely this #spring in #north part #earth, sudden 30℃  #extremeweather on+#rain already 19.8% YoY late 2023,#southAmerica already #floods on!#WARNING!",Flood,
2024-03-04T06:30:20.000Z,#Earthquake (#землетрясение) M5.4 occurred 36 km S of #Almaty (#Kazakhstan) 8 min ago (local time 12:22:06). More info at:https://emsc-csem.org/lastquake/how_it_works/lastquake_app/…https://m.emsc.eu/?id=1629442https://emsc-csem.org/Earthquake_information/earthquake.php?id=1629442…,Earthquake,
2024-02-29T13:33:36.000Z,2/2 Changes to #drought conditions in the southern Plains over the last week:,Drought,
2024-02-29T23:00:07.000Z,"I made a lil infographic for DRC. It’s not the best but I feel like there a lot of issues going unspoken. ps making infographics is actually kinda really hard
 #CongoIsBleeding #CongoGenocide #floods",Flood,
2024-02-28T09:26:10.000Z,"People who have suffered directly from #ClimateChange through #floods, #fires and extreme #heat, often perceive the #ClimateCrisis as part of their present. However, #people whose #lives are just beginning to be touched by climate change perceive the time distance to be large.",Flood,
2024-03-01T17:47:42.000Z,"Ati With this El Niño, it’s risking dating farmers#Zambia #drought #ClimateChange #StateOfEmergency",Drought,
2024-02-29T10:12:55.000Z,Emergency in Tenerife – Drought is taking its toll on water reservoirs #CanaryIslands #Climate #ClimatechangetHeatwave #drought #Emergencies #emergency #Informationcampaign #reservoirs #Spain #Tenerife #toll #tourists #water #Waterconsumption #Watersh...,Drought,
2024-02-28T19:36:12.000Z,"#climatechange could cause 'generational trauma' in great #apesThey’re just like us — and #wildfires, #floods and #droughts could drive them to #extinction",Wildfire,
2024-03-01T17:02:20.000Z,"Latest  global #climate hazards - #floods affect Bolivia, Peru, Brazil, Italy, Pakistan, Indonesia; heavy rain & #snow in Afghanistan; #Avalanche strike France & Italy; storms hit central India; USA/Canada #wildfires & winter storms: https://met.reading.ac.uk/~sgs02rpa/extreme.html#240301…",Wildfire,
2024-03-04T09:13:28.000Z,Texas is burning .Planes and Firefighters are on the Ground battling  the Fire #TexasFires #WildFires #TXwx,Wildfire,
2024-02-27T05:00:00.000Z,"Ruben Love starred at fullback as the Hurricanes ran away with a big win in Perth last Friday night.#SuperRugbyPacific #Hurricanes 

Read more below ",Hurricane,
2024-02-26T18:01:05.000Z,A Shift in Communities of Conspicuous Macrocrustaceans Associated with Caribbean Coral Reefs following A Series of Environmental Stressors DIVERSITY-BASEL #Crustaceans #Decapods #Hurricanes #HabitatDegradation #TaxonomicHomogenization #EcologicalIndices http://dx.doi.org/10.3390/d15070809…,Hurricane,
2024-03-02T15:33:56.000Z,"Rosehip, White Rose art project: 2016/ CLIP: Alberta Wildfires 911, Cut-Ups #yeg #abpoli #Wildfires #TheLastofUS https://rarewhitebird.blogspot.com",Wildfire,
2024-03-04T05:02:16.000Z,#Earthquake (#deprem) M0.9 strikes 19 km E of #Gediz (#Turkey) 1hr 18min ago. More info:,Earthquake,
2024-03-04T08:05:06.000Z,"USGS reports a M1.9 earthquake, 64 km W of Salamatof, Alaska on 3/4/24 @ 8:01:06 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/ak0242xz5wjh…#earthquake",Earthquake,
2024-03-04T06:26:36.000Z,Breaking News Earthquake 5.4#earthquakes #earthquake #ALLAHHUAKBAR #Allah #Kyrgyzstan,Earthquake,
2024-02-25T01:20:11.000Z,The battle to rule the #NHL continues. Who is your current #StanleyCup pick? https://ow.ly/6xHZ50QH5AM  #Oilers #Bruins #Panthers #Vanucks #Avalanche #Rangers #Stars #Hurricanes #GoldenKnights #Jets #MapleLeafs #Kings #Lightning #Devils #RedWings #Flyers,Hurricane,
2024-03-04T09:05:57.000Z,CCTV camera captured #moment of #earthquake with magnitude 5.3 in #Almaty.Watch now the International online forum. Global crisis. The Responsibility.Global Crisis. Our salvation is in Unity.,Earthquake,
2024-02-29T07:10:28.000Z,A recent study warns that #Bangladesh stands to lose a substantial $27 billion annually in #apparel exports by 2030 unless it adopts a #climate-adaptive approach to address the challenges posed by rising temperatures and #floods.,Flood,
2024-03-04T06:20:08.000Z,"Recent #Earthquake: M 4.9 - South Sandwich Islands region reported at 05:57:19 UTC (23 minutes ago). #EarthquakeAlert. 
See more details at https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglf/executive…. 
 In an #earthquake, use stairs, not elevators! ‍ #safetyfirst. Data provided by #usgs",Earthquake,
2024-02-29T02:40:59.000Z,March Tornadoes documented in Middle TN since 1835. #tnwx #Tornadoes,Tornado,
